lichess_dataset_index,PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl
613,010Ev,4b1k1/1p3p2/4pPp1/3p2Rp/p2P3R/q1rBQ2P/6P1/6K1 w - - 0 30,d3g6 a3c1 e3c1 c3c1 g1h2 f7g6,1584,242,100,5,crushing long middlegame,https://lichess.org/UOMjn4Zf#59
618,01194,5qk1/p1pb2p1/5p2/r2N1P1p/2Pp3Q/2n5/P5PP/R4RK1 w - - 0 25,h4d4 c3e2 g1h1 e2d4,802,77,100,1705,crushing fork middlegame short,https://lichess.org/KqOvYIB5#49
619,0119E,5R1k/4q2p/3Np1bP/4P3/3P2P1/2n5/8/5QK1 b - - 6 45,e7f8 f1f8,903,88,100,107,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/krqkZh3J/black#90
631,011u9,8/pp5p/8/3N4/2P5/1P1bR2P/P2r1k2/7K w - - 1 43,h1h2 d3e4 e3e4 f2f3,2001,129,100,25,crushing discoveredAttack endgame sacrifice short,https://lichess.org/v1fKvYgL#85
632,01243,r7/pp1Qp1B1/8/3kb3/4q3/8/PP3PP1/5K2 b - - 4 34,e5d6 d7b7 d5e6 b7e4,1585,102,100,55,crushing deflection endgame fork short skewer,https://lichess.org/dfLW8TS1/black#68
635,012K5,8/3Q1kpp/8/3K4/6P1/8/7P/q7 b - - 9 46,f7g6 d7f5 g6h6 f5h5,1562,83,100,65,endgame mate mateIn2 queenEndgame short,https://lichess.org/ideT1zK1/black#92
638,012uA,r4r2/p1p2k1R/6R1/3n1pB1/1q1Pb3/8/1P2Q1PP/6K1 b - - 2 35,f7g6 e2h5,1335,117,100,70,mate mateIn1 middlegame oneMove,https://lichess.org/giEyOLMZ/black#70
662,015RS,5r1k/7P/pp6/q1p5/3pPrb1/1P1B3Q/2P1K1R1/7R w - - 0 46,g2g4 f4f2 e2d1 a5a1,1205,191,100,20,mate mateIn2 middlegame short,https://lichess.org/zPu2pktU#91
669,0162G,2r1kb1r/1p3ppp/p7/3ppP2/8/1P1PBP2/P4RPP/R5K1 w k - 1 21,a1c1 c8c1 e3c1 f8c5,833,75,100,262,crushing endgame pin short,https://lichess.org/cwvenor8#41
682,017zX,5rqk/1p4p1/B1n3Qp/3p4/8/2P2P2/P6P/6RK b - - 0 29,f8f6 g6f6 g7f6 g1g8 h8g8 a6b7,1686,197,100,7,crushing discoveredAttack endgame long,https://lichess.org/VCcicFSZ/black#58
683,018Ap,8/7p/k7/5Kp1/4Pp2/5B2/2r3PP/8 b - - 1 47,h7h6 e4e5 g5g4 f3g4 c2g2 e5e6,1778,265,100,4,crushing endgame long quietMove,https://lichess.org/NE1w79s4/black#94
691,0198M,6rk/p1N2R1p/1n1Q4/2p1p3/8/7P/PPP3P1/4q2K w - - 1 33,h1h2 e1g3 h2g1 g3g2,1257,199,100,16,endgame mate mateIn2 short,https://lichess.org/ldvaocEE#65
700,019iU,1n6/1P2k3/p2Rbpp1/2P1p2p/P1P1P2P/4BPP1/6K1/8 w - - 2 41,d6a6 b8a6 c5c6 e7d6,1498,241,100,6,endgame equality hangingPiece short,https://lichess.org/v6TMzcJH#81
702,019tx,4Qb1r/pp2R1k1/2pq1p2/8/3p4/1BP4P/PP1B2P1/6K1 b - - 0 32,f8e7 e8f7,1147,97,100,84,endgame mate mateIn1 oneMove,https://lichess.org/z4oFAOJD/black#64
705,01A3W,4r3/pp5p/5k2/2p1r3/3p4/PP1P4/3KR2P/5R2 b - - 1 31,f6e6 e2e5 e6e5 f1e1 e5d6 e1e8,1136,75,100,610,attraction crushing endgame exposedKing long rookEndgame skewer,https://lichess.org/vvUxsteN/black#62
713,01BjV,1r6/8/3bkN2/2p5/P2pp3/3P3P/R4PP1/6K1 w - - 2 47,f6e4 b8b1,913,162,100,42,endgame mate mateIn1 oneMove,https://lichess.org/0vctqXhL#93
721,01Cdm,3b2rk/p3q2p/1r3p1P/2p1nP2/2P1R2Q/1P1P4/P5P1/B4RK1 w - - 0 33,e4e5 f6e5 h4e7 d8e7 a1e5 e7f6,1500,500,100,1,crushing long middlegame,https://lichess.org/X7xjurhE#65
728,01D3U,3r2k1/4qp1n/2p1b1rR/p3Q1P1/2P1P2P/P3P3/1PK5/6R1 b - - 4 33,d8d3 c2d3 e6c4 d3d4,1700,327,100,4,crushing middlegame short,https://lichess.org/KWPh6yLP/black#66
731,01DLY,r5n1/1p3r1k/p5pp/4Q3/3P4/1N5P/PP4PK/R1B2q2 b - - 0 24,a8f8 c1h6 f1a1 b3a1,1339,352,100,4,crushing middlegame short,https://lichess.org/FctQbNac/black#48
732,01DM2,6k1/5p2/1p2pn2/3pN3/1P1P1Pp1/P3r1Pp/2q1RP1P/6K1 w - - 0 32,e2c2 e3e1,802,99,100,87,endgame mate mateIn1 oneMove,https://lichess.org/eW07IKXH#63
736,01Dor,8/3k2P1/3Pb3/p1q2p2/1p6/1P4r1/P1P1Q3/1K1R4 w - - 1 39,e2e6 d7e6 d6d7 g3g2 g7g8b g2g8,2069,128,100,21,crushing endgame hangingPiece long,https://lichess.org/0MUqBgJG#77
738,01Dtr,b4rk1/2pn2p1/1p4q1/6N1/7Q/4B3/1P3PPP/3R2K1 w - - 6 27,d1d7 g6b1 e3c1 b1c1 d7d1 c1d1,817,75,100,489,long mate mateIn3 middlegame,https://lichess.org/ZvCTnCI7#53
739,01DvO,r1r3k1/1QP1qpp1/7p/R3P3/6PP/6K1/p7/B7 b - - 4 42,a8a5 b7c8 g8h7 c8b7,1358,232,100,9,defensiveMove endgame equality hangingPiece short,https://lichess.org/uQpGLSZy/black#84
742,01EEp,5r1k/2p3p1/7p/p4N2/Pb1B1n2/3B1b2/1PP4P/R5K1 b - - 0 23,f4d3 d4g7 h8h7 g7f8 b4f8 c2d3,1861,123,100,26,crushing fork long middlegame,https://lichess.org/AKTT9Ch7/black#46
748,01Eta,3r4/5kp1/1pp5/6p1/1P1q1pN1/P3p2P/4Q1P1/5R1K w - - 2 33,f1d1 d4d1 e2d1 d8d1,1341,354,100,3,crushing endgame short,https://lichess.org/TFDdFcUV#65
751,01FId,2rr4/1Q3p1k/6pp/p4q2/8/2P1R1R1/P4PK1/8 b - - 5 38,d8d2 e3f3 d2b2 b7b2,1897,264,100,9,crushing endgame short,https://lichess.org/8yPoEYjy/black#76
753,01Fbm,4r1k1/4rp1p/p2p2pP/1p1P2P1/2qb1B2/PP6/2PQ1R2/1K3R2 b - - 0 29,c4c5 f4d6 c5c3 d2c3,1677,331,100,1,crushing middlegame short,https://lichess.org/JBjYDUYH/black#58
766,01HV2,3rk2r/p3nppp/1pp5/q7/1B2QRP1/4P2P/P7/4KR2 b k - 11 30,a5d5 e4e7,833,101,100,80,mate mateIn1 middlegame oneMove,https://lichess.org/wYnJuODv/black#60
775,01IDN,r3r1k1/5ppp/b4n2/3pR3/1b1N4/p4N2/PP3PPP/R1B3K1 w - - 0 22,b2a3 b4c3 e5e8 a8e8 a1b1 c3d4,1862,299,100,6,crushing long middlegame,https://lichess.org/kwtJ5Dux#43
776,01IFr,6Rk/pp6/1bpN3p/4P1p1/7q/3Q3P/PP4P1/7K b - - 0 28,h8g8 d3g6 g8h8 d6f7,1056,76,100,160,endgame mate mateIn2 short,https://lichess.org/3Rc0bO6Y/black#56
777,01IKi,8/5Qpk/ppp3p1/3pN3/3Pqn2/2P4P/PP1K1PP1/8 w - - 3 29,f7e7 e4e2 d2c1 f4d3 e5d3 e2e7,1347,354,100,1,crushing endgame long,https://lichess.org/5mN1tv6O#57
779,01ILK,8/8/2p2kp1/ppn4p/1P1pP1qP/P5P1/2P3K1/4QB2 b - - 2 49,g4e4 e1e4 c5e4 b4a5,2100,178,100,9,crushing endgame short,https://lichess.org/lsmelGki/black#98
798,01Jrn,5rk1/3q1r1p/1p1bQ1p1/8/1P4R1/7P/3N2P1/5R1K w - - 5 34,e6d7 f7f1 d2f1 f8f1,719,76,100,523,mate mateIn2 middlegame short,https://lichess.org/eRVQUz9d#67
799,01JzG,8/2k5/8/1r2p2R/6p1/3K4/1p4PP/1N6 w - - 0 41,h5g5 e5e4 d3c2 b5g5,1554,144,100,22,crushing discoveredAttack endgame short,https://lichess.org/Pq6aorBc#81
804,01Kjm,8/KP2r1pk/5p2/7p/4b2P/3Q4/8/8 w - - 3 72,d3e4 e7e4 b7b8q e4a4 a7b7 a4b4 b7c8 b4b8,1252,110,100,56,crushing endgame skewer veryLong,https://lichess.org/MfV6fbcL#143
805,01Kn5,8/8/8/1R3p2/1P6/6k1/r6p/7K w - - 2 50,b5f5 a2a1 f5f1 a1f1,820,146,100,22,endgame mate mateIn2 rookEndgame short,https://lichess.org/k647Qsyr#99
810,01LGs,4rr2/ppp2q1k/3p2p1/2bP4/4RPP1/1RBQ4/P6P/7K b - - 0 32,e8e4 d3h3 h7g8 h3h8,1114,352,100,6,mate mateIn2 middlegame short,https://lichess.org/Z3tr3Uaf/black#64
815,01LSB,8/8/p3k1p1/Pp1pB3/3PnK2/1P6/6P1/8 w - - 2 38,b3b4 e4f2 e5c7 f2d3,1747,338,100,1,crushing endgame quietMove short,https://lichess.org/5JrKbdvP#75
821,01LsE,8/8/5pkp/8/P4rPp/1P5P/r4P2/1R1R1K2 w - - 4 37,b3b4 f4f2 f1g1 f2g2 g1h1 g2h2,1453,100,100,35,crushing endgame long rookEndgame,https://lichess.org/GaLzyn48#73
841,01N0w,2kr3r/1pp3Q1/p1p5/2b2p1P/q1P5/6BP/PP3P2/1K1RR3 w - - 1 26,g7f6 d8d1 e1d1 a4d1,1436,122,100,46,mate mateIn2 middlegame queensideAttack short,https://lichess.org/uaGsJ7mX#51
847,01Nco,8/3R2p1/2p2pkp/1bB5/pP1K2P1/P4P2/4r2P/8 w - - 7 39,h2h4 e2d2 d4c3 d2d7,761,78,100,176,crushing endgame short skewer,https://lichess.org/6NJSBbsI#77
853,01OYe,3Q4/p5k1/1p2p1pn/1P1p1p1R/3P1P2/qN2r3/P1r3PP/R5K1 w - - 2 40,d8d7 h6f7 h5h7 g7h7,1500,500,100,0,crushing defensiveMove middlegame short,https://lichess.org/GbHWYq9g#79
854,01OgB,r3r1k1/1ppQ1pp1/1p5p/1P6/3P4/2P5/3B1PPP/5qK1 w - - 0 22,g1f1 a8a1 d2c1 a1c1,1185,169,100,20,endgame mate mateIn2 short,https://lichess.org/3ASaJgPf#43
870,01Pkf,r2q1rk1/3pb1pp/1p1Npn2/pB2B3/3P3P/PQ6/1P3Pb1/R3K1R1 b Q - 1 20,g2d5 b3g3 g7g6 b5d3 e7d6 d3g6,1997,213,100,6,crushing long middlegame sacrifice,https://lichess.org/4eK8QZdx/black#40
888,01S1N,6k1/5ppp/1P2p3/3p4/3n4/6P1/1r4bP/R5K1 b - - 0 33,g2e4 a1a8,698,100,100,22,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/GfQ7pZ29/black#66
896,01Syz,2r2k2/1bR2pp1/7p/1Bnp1N2/8/7P/2P2PP1/6K1 w - - 4 33,c7e7 g7g6 e7b7 c5b7,1897,367,100,3,crushing endgame short,https://lichess.org/K2V4oHCA#65
903,01TMP,r3k2r/pp2qpp1/2n1b2p/8/3PR3/2P2NP1/PPQ2PP1/2K4R b kq - 0 16,e8g8 d4d5 c6b4 e4b4,1606,500,100,2,equality middlegame short,https://lichess.org/hD8JXDdV/black#32
906,01Tbk,5k2/2r3b1/p2pPr2/1pqP2Q1/8/P7/1PPR4/1K5R b - - 0 32,c5c4 d2f2 c4d4 h1f1,1500,500,100,8,crushing defensiveMove middlegame short,https://lichess.org/gKfuBR0r/black#64
908,01Tm7,1r2r1k1/2p2pbp/pp5q/5p2/4p3/1PPnP1PP/PB2QPB1/R4RK1 b - - 4 22,h6c6 e2d3 e4d3 g2c6,1607,228,100,9,crushing middlegame short,https://lichess.org/9g0qGlSd/black#44
915,01UT5,5r1k/1p4qp/2b1prp1/3p2Q1/p4P1R/3B2P1/2P4P/1R4K1 b - - 0 30,g7e7 d3g6 e7c5 g1f1 f6g6 g5g6,1585,353,100,1,equality long middlegame pin,https://lichess.org/W7oprEjU/black#60
917,01Uff,8/5p2/2rk4/3b4/7P/3Q2P1/5P2/6K1 w - - 3 48,d3h7 c6c1 g1h2 c1h1,711,77,100,244,endgame mate mateIn2 short,https://lichess.org/FkmFi9a3#95
946,01Wci,r2r2k1/5pp1/p3qb1p/1pp5/8/P1N1PQ2/1P1R1PPP/3R2K1 b - - 5 24,d8d2 f3a8 d2d8 d1d8,1574,146,100,27,crushing hangingPiece middlegame short,https://lichess.org/wqCMnBPi/black#48
950,01WwU,r4r2/pp4k1/3p3n/2pPP2p/2P1B2q/3N1b1p/PP1Q1P1K/R3R3 w - - 1 29,e1g1 h6g4 g1g4 h5g4 e4f3 f8f3,1500,500,100,2,crushing long middlegame,https://lichess.org/oAyZSJZ7#57
960,01YhI,8/pp5p/n5pk/3bR3/P6r/8/1PP5/1K1R4 w - - 0 30,d1d5 h4h1 b1a2 a6b4 a2b3 b4d5,928,76,100,165,crushing endgame fork long master,https://lichess.org/kWzOKauE#59
962,01Yqt,8/2p5/3b2kp/3p2p1/P3p1K1/1P2R2P/1B4P1/8 w - - 2 36,h3h4 h6h5 g4h3 g5g4,1044,184,100,12,endgame mate mateIn2 short,https://lichess.org/mHAjRMmQ#71
966,01Z2n,r6k/6p1/p6r/1p1Qp1q1/7n/2P1NP1b/PP3R1P/3RN2K b - - 0 33,g5e3 d5a8 h8h7 a8e4 e3e4 f3e4,1549,287,100,9,crushing hangingPiece long middlegame,https://lichess.org/bM3gsjxP/black#66
978,01aP5,6rk/3Q2bp/p2p4/q4p2/P7/2p4P/2P5/K3R1R1 b - - 8 34,a5b4 d7g7 g8g7 e1e8 g7g8 g1g8,1598,121,100,30,endgame long mate mateIn3 sacrifice,https://lichess.org/Y9TYZm8S/black#68
986,01bPd,2r2rk1/p2q2pp/1p2p1n1/3pP1N1/1P3P2/P3Q3/2R3PP/2R3K1 b - - 0 24,g6f4 c2c8 f4e2 e3e2,1559,270,100,3,crushing middlegame short,https://lichess.org/bOZ1gEes/black#48
995,01bzW,5r1k/6p1/2BR3p/1Nn5/p7/P4PPn/1P2r2P/3R2K1 w - - 1 33,g1h1 h3f2 h1g1 f2d1,996,75,100,296,advantage fork middlegame short,https://lichess.org/sOzJkv67#65
1000,01chU,1N4k1/7p/PR1n2r1/1b6/1P3R2/3p3r/1P4P1/4N1K1 w - - 0 45,e1d3 h3d3 a6a7 d3d1,1786,322,100,5,equality hangingPiece middlegame short,https://lichess.org/sEbtzZxR#89
1018,01eLD,8/p5qk/1pP5/5Q1p/8/P5P1/6KP/3r4 b - - 7 53,h7h8 f5h5 h8g8 h5d1,1135,154,100,21,crushing endgame fork short,https://lichess.org/lV0wVwgC/black#106
1025,01fEB,r4rk1/3b2pp/8/p3Qp2/1pqP4/8/PP4PP/1B2RRK1 w - - 4 22,b1f5 a8e8 e5f4 f8f5 e1e8 g8f7 e8e5 f5f4,1966,207,100,9,crushing middlegame sacrifice veryLong,https://lichess.org/TRg8rGz0#43
1034,01gjE,1Q2n1kr/r4ppp/q7/bbB5/4p3/2P1P3/P3NPPP/RN2K2R w KQ - 8 21,c5a7 a5c7 b8a8 b5c6 a8c6 a6c6,1582,309,100,3,equality long middlegame trappedPiece,https://lichess.org/VupKq5vL#41
1036,01gjj,2r5/6k1/R7/P3p3/4P3/KP1qB3/1P3P2/8 b - - 0 37,c8c5 a6a7 g7f6 e3c5,1705,229,100,6,crushing endgame short,https://lichess.org/7onzRGb1/black#74
1038,01gro,r3k2r/ppp4p/3qpQp1/5n2/4R3/2P1P2P/P4PP1/5RK1 b kq - 9 22,h8f8 e4e6 f5e7 e6d6 f8f6 d6f6,1316,157,100,28,crushing fork long middlegame,https://lichess.org/PFf1RsLm/black#44
1042,01hL1,3qr1k1/1b3pp1/p2p1b2/1p6/1P2PBQ1/P1pP1P2/B5PP/4R1K1 w - - 0 21,g4g3 f6h4 g3g4 h4e1,1601,111,100,42,crushing middlegame short skewer,https://lichess.org/jJjiVlE0#41
1043,01hYA,8/r1P4p/3K2p1/3p1p2/pP5P/Rbk1P1P1/8/8 b - - 0 51,a7a8 b4b5 c3b4 b5b6,2183,249,100,7,crushing endgame quietMove short,https://lichess.org/LLQAp4HH/black#102
1055,01ibl,2k5/pb2r3/1pn1R3/2p4q/2B5/2PP2Q1/PP3PP1/6K1 b - - 0 36,e7e6 c4e6 c8d8 g3d6,1335,354,100,2,crushing endgame short,https://lichess.org/FF1vHRyx/black#72
1056,01icD,r4rk1/2p1q1p1/p7/Q2Rp2b/7P/2N1P1B1/PP3P2/2K5 b - - 1 24,a8d8 d5e5 e7d7 e5d5,1831,273,100,7,crushing fork middlegame short,https://lichess.org/S74huRTI/black#48
1085,01mWJ,8/8/7p/2k1p1p1/4N1P1/r4PN1/4K3/8 b - - 1 58,c5d4 g3f5 d4c4 f5h6,1922,234,100,8,crushing endgame short,https://lichess.org/8TM1vZyY/black#116
1089,01mvq,4r1k1/pp3ppp/1q4b1/1Nb3B1/2Q5/2P4P/PP3PP1/R5K1 w - - 1 24,g5h4 e8e4 b5d4 e4h4,1718,135,100,35,crushing interference middlegame short,https://lichess.org/9WWBV3nN#47
1103,01p5M,1r6/p1p2n2/1pk2Pp1/6r1/8/2N5/PPP4K/3R1R2 w - - 2 24,f1g1 b8h8,1258,93,100,150,endgame mate mateIn1 oneMove,https://lichess.org/duXviz7r#47
1114,01qx9,3r3r/p1kq4/1pp5/3p2p1/QN1Pp1bp/P7/1PP3PP/R4R1K b - - 3 25,h4h3 f1f7 c7d6 f7d7,2132,143,100,27,crushing middlegame pin short,https://lichess.org/2gnDx23T/black#50
1118,01rIM,1r2r1kb/7p/3pP1pB/p1q1n3/2p1PN2/P1P5/B2Q4/2KR3R w - - 3 25,d1g1 c5a3 c1d1 b8b2,2054,156,100,10,crushing middlegame queensideAttack short,https://lichess.org/rtwuBu78#49
1121,01rp4,8/ppQ3p1/2b1p1k1/3q1n2/3P4/4B3/5PPP/R5K1 w - - 3 28,c7f4 d5g2,1054,168,100,30,endgame mate mateIn1 oneMove,https://lichess.org/dN3MD73I#55
1122,01s3S,1r6/8/3q1kp1/3p1p2/1P1P3Q/2P5/3n1PPP/4R1K1 b - - 12 35,f6g7 e1e7 d6e7 h4e7,882,75,100,88,crushing endgame short,https://lichess.org/tSH88PE5/black#70
1132,01skO,r4r1k/pp2q3/4p1Q1/1b1p1p2/3R1R2/2P4P/PP4P1/7K b - - 4 27,f8f7 f4h4 f7h7 h4h7 e7h7 g6f6 h8g8 d4h4 h7h4 f6h4,1786,272,100,5,crushing exposedKing fork middlegame veryLong,https://lichess.org/wIC3CEEU/black#54
1134,01sr1,8/k7/p5R1/1p5p/3b1P1K/1P1r3P/1P2R1P1/7r b - - 0 48,h1d1 e2e7 a7b8 g6g8,923,76,100,138,endgame mate mateIn2 short,https://lichess.org/PFhVPn5z/black#96
1140,01tcI,2kr1bnr/pppb2pp/2n1p3/3pP3/3P1B2/2P3P1/PP1N1KBq/R2Q2N1 b - - 2 12,f8e7 d2f1 h2h6 f4h6,1472,361,100,3,equality middlegame short trappedPiece,https://lichess.org/ITYDEMNb/black#24
1141,01tei,8/8/8/1kr2P1R/8/6K1/8/8 w - - 0 52,f5f6 c5h5 g3g4 h5h8 g4f5 b5c6,2276,81,100,67,crushing defensiveMove endgame hangingPiece long quietMove rookEndgame,https://lichess.org/DlcVV8pm#103
1143,01tgp,6r1/4pk2/p1rp1n2/4pQ2/Np2P3/1P2qRp1/P1P5/1K3R2 b - - 1 33,e3e2 f5h5 g8g6 f3f6 e7f6 h5e2,1980,106,100,47,crushing discoveredAttack long master middlegame pin,https://lichess.org/PXmzJTvm/black#66
1149,01u1D,5rk1/5Qpp/1r3p2/6q1/1PB4n/P6P/5PP1/3R1R1K b - - 0 22,f8f7 d1d8,1147,146,100,59,mate mateIn1 middlegame oneMove pin,https://lichess.org/DVuLGJSS/black#44
1161,01upx,4r1k1/1p1r1pp1/p6p/3p2q1/PPnB4/4PQ2/2R2PPP/2R3K1 b - - 0 24,e8e4 c2c4 d5c4 f3e4,1437,439,100,2,crushing deflection middlegame short,https://lichess.org/ELHziFGE/black#48
1169,01vj4,8/8/p7/5k2/2npb2P/P2p2P1/5R2/4K3 b - - 1 44,f5g4 f2f4 g4g3 f4e4,882,252,100,10,crushing endgame fork short,https://lichess.org/SY8cjodN/black#88
1174,01wOq,2r3k1/6p1/3q3p/1R1Pp2P/P1p1p3/2Q3P1/5P2/5K2 b - - 1 36,c8c5 c3b4 d6d5 b5c5,1668,203,100,7,crushing endgame master short,https://lichess.org/Ieh2qhFK/black#72
1175,01wS5,b5rk/6p1/qNpQR2p/5p2/3P4/5P2/1P4PP/6K1 b - - 1 32,a6b6 e6h6 g7h6 d6h6,1019,75,100,1406,endgame mate mateIn2 sacrifice short,https://lichess.org/lVaVeCfQ/black#64
1179,01wxe,8/8/4k1p1/1p1p3p/pP3P1P/P1P3K1/8/8 w - - 3 52,g3f3 e6f5 f3e3 f5g4,1220,87,100,66,crushing endgame pawnEndgame short zugzwang,https://lichess.org/tIu8wbe8#103
1184,01xdR,5rk1/1q3ppb/4p2p/B2p4/3Pn2N/Q3P2P/Pr2BPP1/2R1K2R w K - 2 21,f2f3 e4g3 e2a6 b7a6 a3b2 a6a5,1500,500,100,0,crushing long middlegame,https://lichess.org/g5Xmz5rK#41
1195,01yWZ,8/4r1pk/R6p/4p1P1/3pn2P/8/6K1/8 b - - 0 44,e4c3 g5g6 h7h8 a6a8 e7e8 a8e8,1438,437,100,7,endgame long mate mateIn3,https://lichess.org/6XfujWVE/black#88
1198,01yo0,1r6/2qk1p1R/p1rp2n1/1p2p1Q1/4Pp2/2P5/PP1R1BP1/1K6 b - - 9 31,d7c8 g5f5 c7d7 h7f7 d7f5 e4f5,1691,332,100,4,crushing long middlegame,https://lichess.org/i8i8s0eQ/black#62
1200,01ysM,3r3k/4Rppp/p2P4/8/6P1/8/P6P/6K1 b - - 0 34,f7f6 d6d7 h8g8 e7e8 g8f7 e8d8,1008,75,100,216,advancedPawn crushing endgame long rookEndgame,https://lichess.org/4FtM96uI/black#68
1219,020eQ,3qr1k1/3b1p2/2p1pPp1/2NpN1Pp/1P1P3n/8/3Q1P2/R5K1 w - - 0 25,e5d7 h4f3 g1g2 f3d2,943,189,100,12,crushing fork middlegame short,https://lichess.org/IUqGqiqh#49
1228,021U1,r7/bp6/4kNQ1/1b2Pp1p/p2R1P1N/P1q2K2/6PP/7R w - - 5 31,f3f2 a7d4,1694,187,100,22,hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/fgXwKmjm#61
1245,022dd,r7/3r1kp1/8/4B2R/7R/p6P/5PP1/2n2K2 w - - 8 33,h4c4 d7d1,1194,215,100,21,endgame mate mateIn1 oneMove,https://lichess.org/ELYdfeVO#65
1248,022wG,6Qk/pp2B1pp/1q1b4/2pP4/2P1r3/1P5P/P5P1/3R1RK1 b - - 0 28,h8g8 f1f8,760,113,100,59,endgame mate mateIn1 oneMove,https://lichess.org/fX3zO1IZ/black#56
1252,023E4,1r5N/1p1kR1bp/p7/2pN3B/2Pn1P2/8/b5PP/6K1 b - - 1 25,d7d6 h8f7 d6c6 e7c7,1542,82,100,104,hookMate mate mateIn2 middlegame short,https://lichess.org/94q1e8Cj/black#50
1264,0243k,r1r3k1/4qpbp/1B2p1p1/p2b4/8/PP2PN2/4QPPP/2R2RK1 w - - 1 21,b6c5 c8c5 c1c5 e7c5,1369,357,100,1,crushing middlegame short,https://lichess.org/PaIEyiMV#41
1268,024TD,7q/1r2pQ2/2p5/p1B1P1pB/3P1k2/2p1b3/P1P3P1/7K b - - 1 37,f4e4 f7f3,1274,88,100,192,endgame mate mateIn1 oneMove,https://lichess.org/SeINQrdF/black#74
1273,024uA,3r2k1/p2r1pb1/1pQp1q1p/4p1p1/1PP5/5NB1/P4PPP/R2R2K1 w - - 4 22,f3e5 d6e5 d1d7 f6c6 d7d8 g8h7,1503,500,100,2,capturingDefender defensiveMove discoveredAttack equality long middlegame,https://lichess.org/iAok7RN9#43
1292,026Yj,8/pb3k1p/1p3pp1/1N6/4nP2/6P1/P5BP/5K2 b - - 3 28,a7a6 g2e4 b7e4 b5d6 f7e6 d6e4,1190,320,100,9,crushing endgame fork long,https://lichess.org/nsIv2ldL/black#56
1297,027HA,5rk1/4qp1p/2Q1b1p1/8/2Bp4/r5P1/2P2P1P/1R2R1K1 b - - 2 27,e7d7 e1e6 d7c6 e6c6,1500,500,100,3,crushing middlegame short,https://lichess.org/FkDESkG9/black#54
1304,027fT,r3r1k1/1q2bppp/3pp1n1/1p6/3P4/2P2N1P/1PB2P1B/R3RQK1 b - - 0 25,b7f3 c2e4 a8a1 e4f3 a1e1 f1e1,1519,277,100,5,crushing fork long middlegame,https://lichess.org/OxgckmPT/black#50
1306,027yQ,8/1pk3p1/5p2/2PppPn1/1P4Pp/4P2P/2K5/5B2 w - - 0 29,b4b5 g5e4 f1g2 e4c5 g2d5 c7b6,1500,500,100,2,crushing endgame long,https://lichess.org/T3BFObE9#57
1311,028Pd,5r1k/rB2b1pp/p7/4pP2/b7/8/1P1B2PP/2R2R1K w - - 1 25,b7d5 a7d7 f5f6 g7f6,1735,335,100,2,crushing middlegame short,https://lichess.org/AI5JOyc3#49
1333,02Amv,3rk3/2q2p1Q/1p2p1r1/p2p2p1/4n3/P2R1NP1/2P1R1PP/4K3 b - - 6 31,e4f6 e2e6 e8f8 h7h8 f6g8 e6g6,1683,299,100,2,crushing long middlegame,https://lichess.org/nFfliuKq/black#62
1336,02BLF,3rr1k1/5p2/p2q2pB/1pp1p3/3n2Pb/3R2N1/PP1QB1PP/4K2R w K - 0 23,e1g1 d4e2 d2e2 d6d3 e2d3 d8d3,1337,239,100,5,crushing discoveredAttack kingsideAttack long middlegame,https://lichess.org/0Dfj8ych#45
1342,02BlD,r7/PR2n3/2n1pk2/2Pp2p1/1r1P4/3NP3/5P2/R5K1 w - - 1 39,b7e7 f6e7 d3b4 c6b4,1795,318,100,3,endgame equality short,https://lichess.org/PWjWxtmH#77
1349,02CX1,6k1/p3b1p1/1p6/7R/2P5/KP4B1/P3rPPP/8 w - - 1 29,a3a4 e2a2 a4b5 a2a5 b5c6 a5h5,1098,124,100,29,crushing endgame long skewer,https://lichess.org/HwPL6rbJ#57
1362,02EGv,8/5r1k/p1qQp1pp/2p5/2P3P1/5nB1/1P3P1P/2R2K2 b - - 12 32,f3h2 g3h2 c6h1 h2g1,1225,75,100,232,advantage endgame hangingPiece short,https://lichess.org/gBOMAlsh/black#64
1365,02EV3,2r3r1/p2k3p/3pbQ2/6p1/8/5B2/q1p2PPP/2R1R1K1 w - - 0 27,f6e6 a2e6 e1e6 d7e6,1500,500,100,1,crushing middlegame short,https://lichess.org/umPHfOMM#53
1384,02GU0,8/1pr5/3k2p1/3P1p1p/1KR1p2P/P5P1/5P2/8 b - - 0 44,c7c4 b4c4 b7b6 a3a4,2086,140,100,18,crushing defensiveMove endgame short,https://lichess.org/KqZQxJ0c/black#88
1386,02Gmj,6k1/3r1pp1/npNp4/2pP3Q/2q4b/P6P/1P2rNP1/1R3RK1 w - - 1 28,f2g4 c4e4 g4h6 g7h6,1915,204,100,7,crushing middlegame short,https://lichess.org/k50aoy3u#55
1405,02IrF,5r1k/pp4pp/4qr2/1P1np3/P1Q5/B1P2p2/5PPP/3R1RK1 w - - 0 25,c4d5 e6g4 g2g3 g4h3 d5f3 f6f3,1500,500,100,1,crushing long middlegame,https://lichess.org/WoZ5wdv5#49
