raw_id,raw_split,split,input,output
143,train,0,Saudi riyal rates steady in quiet summer trade .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": [""Saudi""]}"
144,train,0,MANAMA 1996-08-22,"{""person"": [], ""organization"": [], ""location"": [""MANAMA""], ""miscellaneous"": []}"
145,train,0,"The spot Saudi riyal against the dollar and riyal interbank deposit rates were mainly steady this week in quiet summer trade , dealers in the kingdom said .","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": [""Saudi""]}"
146,train,0,""" There were no changes in Saudi riyal rates .","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": [""Saudi""]}"
147,train,0,"The market was very quiet because of summer holidays , "" one dealer said .","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
148,train,0,The spot riyal was put at 3.7504 / 06 to the dollar .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
149,train,0,"One-month interbank deposits were at 5-1/2 , 3/8 percent , three months were 5-5/8 , 1/2 percent and six months were 5-3/4 , 5/8 percent .","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": [""One-month""]}"
150,train,0,"One-year funds were at six , 5-7/8 percent .","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": [""One-year""]}"
151,train,0,Israel approves Arafat 's flight to West Bank .,"{""person"": [""Arafat""], ""organization"": [], ""location"": [""Israel"", ""West Bank""], ""miscellaneous"": []}"
152,train,0,JERUSALEM 1996-08-22,"{""person"": [], ""organization"": [], ""location"": [""JERUSALEM""], ""miscellaneous"": []}"
153,train,0,"Israel gave Palestinian President Yasser Arafat permission on Thursday to fly over its territory to the West Bank , ending a brief Israeli-PLO crisis , an Arafat adviser said .","{""person"": [""Yasser Arafat"", ""Arafat""], ""organization"": [], ""location"": [""Israel"", ""West Bank""], ""miscellaneous"": [""Palestinian"", ""Israeli-PLO""]}"
154,train,0,""" The problem is over .","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
155,train,0,"The president 's aircraft has received permission to pass through Israeli airspace but the president is not expected to travel to the West Bank before Monday , "" Nabil Abu Rdainah told Reuters .","{""person"": [""Nabil Abu Rdainah""], ""organization"": [""Reuters""], ""location"": [""West Bank""], ""miscellaneous"": [""Israeli""]}"
156,train,0,Arafat had been scheduled to meet former Israeli prime minister Shimon Peres in the West Bank town of Ramallah on Thursday but the venue was changed to Gaza after Israel denied flight clearance to the Palestinian leader 's helicopters .,"{""person"": [""Arafat"", ""Shimon Peres""], ""organization"": [], ""location"": [""West Bank"", ""Ramallah"", ""Gaza"", ""Israel""], ""miscellaneous"": [""Israeli"", ""Palestinian""]}"
157,train,0,Palestinian officials accused right-wing Prime Minister Benjamin Netanyahu of trying to stop the Ramallah meeting by keeping Arafat grounded .,"{""person"": [""Benjamin Netanyahu"", ""Arafat""], ""organization"": [], ""location"": [""Ramallah""], ""miscellaneous"": [""Palestinian""]}"
158,train,0,"Arafat subsequently cancelled a meeting between Israeli and PLO officials , on civilian affairs , at the Allenby Bridge crossing between Jordan and the West Bank .","{""person"": [""Arafat""], ""organization"": [""PLO""], ""location"": [""Allenby Bridge"", ""Jordan"", ""West Bank""], ""miscellaneous"": [""Israeli""]}"
159,train,0,"Abu Rdainah said Arafat had decided against flying to the West Bank on Thursday , after Israel lifted the ban , because he had a busy schedule in Gaza and would not be free until Monday .","{""person"": [""Abu Rdainah"", ""Arafat""], ""organization"": [], ""location"": [""West Bank"", ""Israel"", ""Gaza""], ""miscellaneous"": []}"
160,train,0,Arafat to meet Peres in Gaza after flight ban .,"{""person"": [""Arafat"", ""Peres""], ""organization"": [], ""location"": [""Gaza""], ""miscellaneous"": []}"
161,train,0,JERUSALEM 1996-08-22,"{""person"": [], ""organization"": [], ""location"": [""JERUSALEM""], ""miscellaneous"": []}"
162,train,0,Yasser Arafat will meet Shimon Peres in Gaza on Thursday after Palestinians said the right-wing Israeli government had barred the Palestinian leader from flying to the West Bank for talks with the former prime minister .,"{""person"": [""Yasser Arafat"", ""Shimon Peres""], ""organization"": [], ""location"": [""Gaza"", ""West Bank""], ""miscellaneous"": [""Palestinians"", ""Israeli"", ""Palestinian""]}"
163,train,0,""" The meeting between Peres and Arafat will take place at Erez checkpoint in Gaza and not in Ramallah as planned , "" Peres ' office said .","{""person"": [""Peres"", ""Arafat"", ""Peres""], ""organization"": [], ""location"": [""Erez"", ""Gaza"", ""Ramallah""], ""miscellaneous"": []}"
164,train,0,Palestinian officials said the Israeli government had barred Arafat from overflying Israel in a Palestinian helicopter to the West Bank in an attempt to bar the meeting with Peres .,"{""person"": [""Arafat"", ""Peres""], ""organization"": [], ""location"": [""Israel"", ""West Bank""], ""miscellaneous"": [""Palestinian"", ""Israeli"", ""Palestinian""]}"
165,train,0,"Israeli Prime Minister Benjamin Netanyahu has accused opposition leader Peres , who he defeated in May elections , of trying to undermine his Likud government 's authority to conduct peace talks .","{""person"": [""Benjamin Netanyahu"", ""Peres""], ""organization"": [""Likud""], ""location"": [], ""miscellaneous"": [""Israeli""]}"
166,train,0,Afghan UAE embassy says Taleban guards going home .,"{""person"": [], ""organization"": [], ""location"": [""UAE""], ""miscellaneous"": [""Afghan"", ""Taleban""]}"
167,train,0,Hilary Gush,"{""person"": [""Hilary Gush""], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
168,train,0,DUBAI 1996-08-22,"{""person"": [], ""organization"": [], ""location"": [""DUBAI""], ""miscellaneous"": []}"
169,train,0,"Three Afghan guards brought to the United Arab Emirates last week by Russian hostages who escaped from the Taleban militia will return to Afghanistan in a few days , the Afghan embassy in Abu Dhabi said on Thursday .","{""person"": [], ""organization"": [], ""location"": [""United Arab Emirates"", ""Afghanistan"", ""Abu Dhabi""], ""miscellaneous"": [""Afghan"", ""Russian"", ""Taleban"", ""Afghan""]}"
170,train,0,""" Our ambassador is in touch with the UAE foreign ministry .","{""person"": [], ""organization"": [], ""location"": [""UAE""], ""miscellaneous"": []}"
171,train,0,"Their return to Afghanistan will take place in two or three days , "" an embassy official said .","{""person"": [], ""organization"": [], ""location"": [""Afghanistan""], ""miscellaneous"": []}"
172,train,0,""" The embassy is issuing them travel documents for their return to their homeland .","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
173,train,0,"There is no objection to their travel , "" he added .","{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
174,train,0,The three Islamic Taleban guards were overpowered by seven Russian aircrew who escaped to UAE state Sharjah last Friday on board their own aircraft after a year in the captivity of Taleban militia in Kandahar in southern Afghanistan .,"{""person"": [], ""organization"": [], ""location"": [""UAE"", ""Sharjah"", ""Kandahar"", ""Afghanistan""], ""miscellaneous"": [""Islamic Taleban"", ""Russian"", ""Taleban""]}"
175,train,0,"The UAE said on Monday it would hand over the three to the International Red Crescent , possibly last Tuesday .","{""person"": [], ""organization"": [""International Red Crescent""], ""location"": [""UAE""], ""miscellaneous"": []}"
176,train,0,It has since been silent on the issue .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
177,train,0,"When asked whether the three guards would travel back to Kandahar or the Afghan capital Kabul , the embassy official said : "" That has not been decided , but possibly Kandahar . ""","{""person"": [], ""organization"": [], ""location"": [""Kandahar"", ""Kabul"", ""Kandahar""], ""miscellaneous"": [""Afghan""]}"
178,train,0,Kandahar is the headquarters of the opposition Taleban militia .,"{""person"": [], ""organization"": [], ""location"": [""Kandahar""], ""miscellaneous"": [""Taleban""]}"
179,train,0,"Kabul is controlled by President Burhanuddin Rabbani 's government , which Taleban is fighting to overthrow .","{""person"": [""Burhanuddin Rabbani""], ""organization"": [], ""location"": [""Kabul""], ""miscellaneous"": [""Taleban""]}"
180,train,0,"The embassy official said the three men , believed to be in their 20s , were currently in Abu Dhabi .","{""person"": [], ""organization"": [], ""location"": [""Abu Dhabi""], ""miscellaneous"": []}"
181,train,0,He did not elaborate .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
182,train,0,"The Russians , working for the Aerostan firm in the Russian republic of Tatarstan , were taken hostage after a Taleban MiG-19 fighter forced their cargo plane to land in August 1995 .","{""person"": [], ""organization"": [""Aerostan""], ""location"": [""Tatarstan""], ""miscellaneous"": [""Russians"", ""Russian"", ""Taleban"", ""MiG-19""]}"
183,train,0,Taleban said its shipment of ammunition from Albania was evidence of Russian military support for Rabbani 's government .,"{""person"": [""Rabbani""], ""organization"": [], ""location"": [""Albania""], ""miscellaneous"": [""Taleban"", ""Russian""]}"
184,train,0,Moscow said the crew 's nationality was coincidental .,"{""person"": [], ""organization"": [], ""location"": [""Moscow""], ""miscellaneous"": []}"
185,train,0,Numerous diplomatic attempts to free the seven failed .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": []}"
186,train,0,"The Russians , who said they overpowered the guards -- two armed with Kalashnikov automatic rifles -- while doing regular maintenance work on their Ilyushin 76 cargo plane last Friday , left the UAE capital Abu Dhabi for home on Sunday .","{""person"": [], ""organization"": [], ""location"": [""UAE"", ""Abu Dhabi""], ""miscellaneous"": [""Russians"", ""Kalashnikov"", ""Ilyushin 76""]}"
187,train,0,Iraq 's Saddam meets Russia 's Zhirinovsky .,"{""person"": [""Saddam"", ""Zhirinovsky""], ""organization"": [], ""location"": [""Iraq"", ""Russia""], ""miscellaneous"": []}"
188,train,0,BAGHDAD 1996-08-22,"{""person"": [], ""organization"": [], ""location"": [""BAGHDAD""], ""miscellaneous"": []}"
189,train,0,"Iraqi President Saddam Hussein has told visiting Russian ultra-nationalist Vladimir Zhirinovsky that Baghdad wanted to maintain "" friendship and cooperation "" with Moscow , official Iraqi newspapers said on Thursday .","{""person"": [""Saddam Hussein"", ""Vladimir Zhirinovsky""], ""organization"": [], ""location"": [""Baghdad"", ""Moscow""], ""miscellaneous"": [""Iraqi"", ""Russian"", ""Iraqi""]}"
190,train,0,""" President Saddam Hussein stressed during the meeting Iraq 's keenness to maintain friendship and cooperation with Russia , "" the papers said .","{""person"": [""Saddam Hussein""], ""organization"": [], ""location"": [""Iraq"", ""Russia""], ""miscellaneous"": []}"
191,train,0,"They said Zhirinovsky told Saddam before he left Baghdad on Wednesday that his Liberal Democratic party and the Russian Duma ( parliament ) "" are calling for an immediate lifting of the embargo "" imposed on Iraq after its 1990 invasion of Kuwait .","{""person"": [""Zhirinovsky"", ""Saddam""], ""organization"": [""Liberal Democratic party"", ""Duma""], ""location"": [""Baghdad"", ""Iraq"", ""Kuwait""], ""miscellaneous"": [""Russian""]}"
192,train,0,Zhirinovsky said on Tuesday he would press the Russian government to help end U.N. trade sanctions on Iraq and blamed Moscow for delaying establishment of good ties with Baghdad .,"{""person"": [""Zhirinovsky""], ""organization"": [""U.N.""], ""location"": [""Iraq"", ""Moscow"", ""Baghdad""], ""miscellaneous"": [""Russian""]}"
193,train,0,""" Our stand is firm , namely we are calling on ( the Russian ) government to end the economic embargo on Iraq and resume trade ties between Russia and Iraq , "" he told reporters .","{""person"": [], ""organization"": [], ""location"": [""Iraq"", ""Russia"", ""Iraq""], ""miscellaneous"": [""Russian""]}"
194,train,0,Zhirinovsky visited Iraq twice in 1995 .,"{""person"": [""Zhirinovsky""], ""organization"": [], ""location"": [""Iraq""], ""miscellaneous"": []}"
195,train,0,"Last October he was invited to attend the referendum held on Iraq 's presidency , which extended Saddam 's term for seven more years .","{""person"": [""Saddam""], ""organization"": [], ""location"": [""Iraq""], ""miscellaneous"": []}"
196,train,0,PRESS DIGEST - Iraq - Aug 22 .,"{""person"": [], ""organization"": [], ""location"": [""Iraq""], ""miscellaneous"": []}"
197,train,0,BAGHDAD 1996-08-22,"{""person"": [], ""organization"": [], ""location"": [""BAGHDAD""], ""miscellaneous"": []}"
198,train,0,These are some of the leading stories in the official Iraqi press on Thursday .,"{""person"": [], ""organization"": [], ""location"": [], ""miscellaneous"": [""Iraqi""]}"
